번호,제목,첨부,부서명,작성일
1959,[홍콩] 입찰정보(2022-25),,양자경제외교총괄과,2022-06-28
1958,[코스타리카] 배터리 에너지 저장시스템(BESS) 통합 컨설팅 사업 입찰공고,,양자경제외교총괄과,2022-06-24
1957,[코스타리카] 입찰정보(코스타리카 기술혁신 기반창업 및 산학협력 지원사업 관련 Inno-hub 센터 건축),,양자경제외교총괄과,2022-06-24
1956,[홍콩] 입찰정보(2022-24),,양자경제외교총괄과,2022-06-20
1955,[홍콩] 입찰정보(2022-23),,양자경제외교총괄과,2022-06-14
1954,[코스타리카] 입찰정보(Alajuela 지역 일부 구간 도로 개선 관련 사업),,양자경제외교총괄과,2022-06-14
1953,[코스타리카] 입찰정보(해상풍력 역량강화 컨설팅 사업),,양자경제외교총괄과,2022-06-09
1952,[말레이시아] ] 중전철 3호선(MRT3) 사업 입찰공고,,양자경제외교총괄과,2022-06-07
1951,[홍콩] 입찰정보(2022-22),,양자경제외교총괄과,2022-06-03
1950,[태국] 입찰정보,,양자경제외교총괄과,2022-06-02
1949,[코스타리카] 입찰정보,,양자경제외교총괄과,2022-06-02
1948,[홍콩] 입찰정보(2022-21),,양자경제외교총괄과,2022-05-30
1947,[태국] 입찰정보,,양자경제외교총괄과,2022-05-27
1946,[가나] 입찰정보,,양자경제외교총괄과,2022-05-24
1945,[홍콩] 입찰정보(2022-20),,양자경제외교총괄과,2022-05-23
1944,[홍콩] 입찰정보(2022-19),,양자경제외교총괄과,2022-05-17
1943,[오만] 입찰정보(오만 국가포털 구축 사업),,양자경제외교총괄과,2022-05-13
1942,[니카라과] 입찰정보(전력서비스 표준화 설계 컨설팅),,양자경제외교총괄과,2022-05-06
1941,[태국] 입찰정보(태국 석유탐사 및 생산 관련),,양자경제외교총괄과,2022-05-06
1940,[홍콩] 입찰정보(2022-17),,양자경제외교총괄과,2022-05-04
1939,[수정] [코스타리카] 입찰정보(디지털재정통합시스템(Hacienda Digital) 사업,,양자경제외교총괄과,2022-05-04
1938,[몽골] 입찰정보(450MW급 화력발전소 건설사업),,양자경제외교총괄과,2022-05-04
1937,[캄보디아] 입찰정보,,양자경제외교총괄과,2022-05-03
1936,[니카라과] 입찰정보,,양자경제외교총괄과,2022-04-28
1935,[홍콩] 입찰정보(2022-16),,양자경제외교총괄과,2022-04-25
1934,[스리랑카] 입찰정보,,양자경제외교총괄과,2022-04-22
1933,[홍콩] 입찰정보(2022-15),,양자경제외교총괄과,2022-04-18
1932,[모로코] 입찰정보(해수담수화 사업 입찰),,양자경제외교총괄과,2022-04-18
1931,[코스타리카] 입찰정보(디지털재정통합시스템(Hacienda Digital) 사업,,양자경제외교총괄과,2022-04-14
1930,[폴란드] 입찰정보(고속도로 구간 설계 및 건설),,양자경제외교총괄과,2022-04-11
1929,[홍콩] 입찰정보(2022-14),,양자경제외교총괄과,2022-04-11
1928,[니카라과] 입찰정보,,양자경제외교총괄과,2022-04-05
1927,[코스타리카] 입찰정보 (기후-스마트 온실 개발사업 관련),,양자경제외교총괄과,2022-04-05
1926,[홍콩] 입찰정보(2022-13),,양자경제외교총괄과,2022-04-04
1925,[니카라과] 입찰정보(전력),,양자경제외교총괄과,2022-03-30
1924,[니카라과] 입찰정보(주택건설),,양자경제외교총괄과,2022-03-30
1923,[니카라과] 입찰정보(교육컨설팅),,양자경제외교총괄과,2022-03-30
1922,[홍콩] 입찰정보(2022-12),,양자경제외교총괄과,2022-03-25
1921,[홍콩] 입찰정보(2022-11),,양자경제외교총괄과,2022-03-23
1920,[스리랑카] 입찰정보(의약장비),,양자경제외교총괄과,2022-03-22
1919,[코스타리카] 입찰정보,,양자경제외교총괄과,2022-03-21
1918,[니카라과] 입찰정보(경제 재활성화 및 사회보호를 위한 다분야 프로그램 외부감사),,양자경제외교총괄과,2022-03-17
1917,[니카라과] 입찰정보(다분야 프로그램 사회생산사업 토목공사 기술 및 환경 감리),,양자경제외교총괄과,2022-03-17
1916,[몽골] 입찰정보,,양자경제외교총괄과,2022-03-16
1915,[홍콩] 입찰정보(2022-10),,양자경제외교총괄과,2022-03-16
1914,[홍콩] 입찰정보(2022-09),,양자경제외교총괄과,2022-03-08
1913,[니카라과] 입찰정보,,양자경제외교총괄과,2022-03-03
1912,"[인도] 우타르프라데시주, 화력발전소 시설 관련 국제 입찰",,양자경제외교총괄과,2022-03-03
1911,[홍콩] 입찰정보(2022-08),,양자경제외교총괄과,2022-02-28
1910,[인도] 입찰정보(지역간 송전서비스 사업),,양자경제외교총괄과,2022-02-23
1909,[홍콩] 입찰정보(2022-07),,양자경제외교총괄과,2022-02-21
1908,[몽골] 입찰정보,,양자경제외교총괄과,2022-02-21
1907,[스리랑카] 입찰정보(실론 석유저장 터미널 공사),,양자경제외교총괄과,2022-02-15
1906,[키르기즈] 입찰정보 (보건기관 CT 의료기기 설치 사업),,양자경제외교총괄과,2022-02-14
1905,[홍콩] 입찰정보(2022-06),,양자경제외교총괄과,2022-02-14
1904,[니카라과] 입찰정보(Leon시 하수처리장 건설 사업),,양자경제외교총괄과,2022-02-09
1903,[니카라과] 입찰정보(El Viejo시 하수도 및 하수처리 시스템 개선 및 확장 사업),,양자경제외교총괄과,2022-02-09
1902,[홍콩] 입찰정보(2022-05),,양자경제외교총괄과,2022-02-07
1901,[코스타리카] 입찰정보(병원 신축사업),,양자경제외교총괄과,2022-02-03
1900,[홍콩] 입찰정보(2022-04),,양자경제외교총괄과,2022-02-03
1899,[아제르바이잔] 입찰정보 (1.24-1.30),,양자경제외교총괄과,2022-02-03
1898,[홍콩] 입찰정보(2022-03),,양자경제외교총괄과,2022-01-24
1897,[폴란드] 입찰정보,,양자경제외교총괄과,2022-01-24
1896,[엘살바도르] 입찰정보(4건),,양자경제외교총괄과,2022-01-19
1895,[몽골] 입찰정보,,양자경제외교총괄과,2022-01-18
1894,[홍콩] 입찰정보(2022-02),,양자경제외교총괄과,2022-01-18
1893,[스리랑카] 제약관련 입찰공고,,양자경제외교총괄과,2022-01-13
1892,[인도] 지역간 송전서비스 사업 관련 국제 입찰 공고,,양자경제외교총괄과,2022-01-12
1891,[가봉] 입찰정보,,양자경제외교총괄과,2022-01-11
1890,[스리랑카] 입찰정보,,양자경제외교총괄과,2022-01-10
1889,[홍콩] 입찰정보(2022-1),,양자경제외교총괄과,2022-01-10
1888,[폴란드] 입찰정보(신공항 건설 관련 부지 기초 공사),,양자경제외교총괄과,2022-01-07
1887,[코스타리카] 입찰정보,,양자경제외교총괄과,2022-01-07
1886,[코스타리카] 입찰정보(하수도 개선 및 확장사업),,양자경제외교총괄과,2022-01-06
1885,[코스타리카] 입찰정보(통합관리센터 건설 및 기본설비 구축사업),,양자경제외교총괄과,2022-01-06
1884,[홍콩] 입찰정보(2021-52),,양자경제외교총괄과,2022-01-03


